id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 joint_sex ventral_rakers dorsal_rakers raker_long_count raker_short_count plate_count
PP45 PP 2014 NA NA NA NA NA 207.243904320988 NA 195.906944444444 240 179.023225308642 189 582.174074074074 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP46 PP 2014 NA NA NA NA NA 198.689104448364 224 187.527140897511 191 171.290809327846 162 557.507054673721 577 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP5 PP 2014 NA NA NA NA NA 196.143936877076 NA 180.46096345515 189 158.98280730897 161 535.587707641196 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP6 PP 2014 NA NA NA NA NA 198.353216374269 NA 187.34269005848 208 169.152923976608 139 554.848830409357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP7 PP 2014 NA NA NA NA NA 199.905811849842 NA 190.796246042515 231 177.786295793758 190 568.488353686115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP8 PP 2014 NA NA NA NA NA 198.554471233576 NA 185.216736828677 198 163.223944380661 180 546.995152442914 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP9 PP 2014 NA NA NA NA NA 200.044047619048 NA 192.844817927171 218 178.337254901961 187 571.226120448179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ1 PQ 2014 NA NA NA NA NA 139.809413793103 160 137.337482758621 158 130.905413793103 142 408.052310344828 460 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ10 PQ 2014 NA NA NA NA NA 148.334381764069 160 148.752130681818 159 146.210666937229 156 443.297179383117 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ11 PQ 2014 NA NA NA NA NA 205.437621477162 NA 202.541727405248 NA 194.755344995141 224 602.734693877551 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ12 PQ 2014 NA NA NA NA NA 135.481637976004 132 135.442044861763 131 133.494679186228 130 404.418362023996 393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ13 PQ 2014 NA NA NA NA NA 188.395421177056 196 187.080253826055 192 183.888764464352 186 559.364439467463 574 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ14 PQ 2014 NA NA NA NA NA 193.039031687747 219 184.669250645995 196 170.0656874745 180 547.773969808242 595 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ15 PQ 2014 NA NA NA NA NA 205.568958818959 162 198.826631701632 NA 186.189491064491 206 590.585081585082 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ16 PQ 2014 NA NA NA NA NA 120.561144067797 134 123.190127118644 141 124.670042372881 142 368.421313559322 417 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ17 PQ 2014 NA NA NA NA NA 141.7378003003 70 141.466873123123 73 140.023335835836 161 423.228009259259 304 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ18 PQ 2014 NA NA NA NA NA 136.1089640365 161 135.855810520666 160 135.904186795491 159 407.868961352657 480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ19 PQ 2014 NA NA NA NA NA 150.636946386946 98 150.462011946387 170 145.293706293706 156 446.39266462704 424 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ2 PQ 2014 NA NA NA NA NA 121.805435823755 130 114.726125478927 124 111.715493295019 118 348.247054597701 372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ20 PQ 2014 NA NA NA NA NA 166.51656420765 97 164.384221311475 98 158.221610314208 104 489.122395833333 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ21 PQ 2014 NA NA NA NA NA 142.339261097326 163 144.158303464755 164 144.217948717949 160 430.715513280029 487 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ22 PQ 2014 NA NA NA NA NA 157.812281621244 163 157.131988120196 162 153.60464709993 159 468.54891684137 484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ23 PQ 2014 NA NA NA NA NA 141.16991991992 75 140.942849099099 163 139.339777277277 160 421.452546296296 398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ24 PQ 2014 NA NA NA NA NA 174.389723740134 157 173.345931997571 157 172.627732240437 159 520.363387978142 473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ25 PQ 2014 NA NA NA NA NA 142.521971971972 158 141.637337337337 157 137.901551551552 150 422.060860860861 465 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ26 PQ 2014 NA NA NA NA NA 148.786778143275 163 144.291301169591 158 140.598714668616 154 433.676793981482 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ27 PQ 2014 NA NA NA NA NA 189.313722524703 191 182.983313167977 187 170.223885864086 169 542.520921556765 547 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ28 PQ 2014 NA NA NA NA NA 208.614359318996 166 197.672043010753 NA 167.175963261649 171 573.462365591398 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ29 PQ 2014 NA NA NA NA NA 176.552825836217 131 170.343867743176 190 162.512341407151 184 509.409034986544 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ3 PQ 2014 NA NA NA NA NA 127.072696960298 127 128.931451612903 128 128.384421526055 127 384.388570099256 382 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ30 PQ 2014 NA NA NA NA NA 179.805111111111 188 171.475555555556 177 162.970507936508 162 514.251174603175 527 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ4 PQ 2014 NA NA NA NA NA 141.420314805706 160 136.54508423512 157 128.55101758485 137 406.516416625676 454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ5 PQ 2014 NA NA NA NA NA 154.301553672316 164 155.61252354049 165 153.572818581293 160 463.486895794099 489 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ6 PQ 2014 NA NA NA NA NA 193.895416836665 154 194.596219230246 159 192.366653066775 160 580.858289133687 473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ7 PQ 2014 NA NA NA NA NA 143.481464620187 163 141.202675164759 160 138.016432535553 158 422.700572320499 481 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ8 PQ 2014 NA NA NA NA NA 196.603671497585 161 193.910917874396 161 185.990724637681 162 576.505314009662 484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ9 PQ 2014 NA NA NA NA NA 202.456424079066 NA 199.699311171009 NA 192.92362982929 NA 595.079365079365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR1 PR 2014 NA NA NA NA NA 161.910424710425 101 155.038288288288 108 150.401624839125 163 467.350337837838 372 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR10 PR 2014 NA NA NA NA NA 166.960820195195 96 165.490255880881 97 166.751345095095 100 499.202421171171 293 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR11 PR 2014 NA NA NA NA NA 151.891851265823 172 146.383254219409 162 138.023734177215 157 436.298839662447 491 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR12 PR 2014 NA NA NA NA NA 149.297348484848 161 148.708040223665 158 147.174107142857 156 445.179495851371 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR13 PR 2014 NA NA NA NA NA 164.447902721999 183 161.92213297635 179 160.883757251227 175 487.253792949576 537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR14 PR 2014 NA NA NA NA NA 158.406337719298 97 160.205657894737 98 160.52125 100 479.133245614035 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR15 PR 2014 NA NA NA NA NA 141.972263313609 163 139.596801035503 160 136.588880670611 157 418.157945019724 480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR16 PR 2014 NA NA NA NA NA 151.802501393534 97 150.112876254181 105 147.088315217391 159 449.003692865106 361 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR17 PR 2014 NA NA NA NA NA 170.018697820037 183 164.523278061224 166 158.830009276438 160 493.371985157699 509 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR18 PR 2014 NA NA NA NA NA 139.364868164062 159 135.979418945312 156 131.826293945312 144 407.170581054687 459 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR19 PR 2014 NA NA NA NA NA 139.993788032454 157 140.298275862069 153 140.81607505071 146 421.108138945233 456 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR2 PR 2014 NA NA NA NA NA 159.174386160714 176 158.063585069444 166 155.185236855159 160 472.423208085317 502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR20 PR 2014 NA NA NA NA NA 163.654220779221 180 157.112656739812 163 149.42302955665 157 470.189907075683 500 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR21 PR 2014 NA NA NA NA NA 154.560458896396 171 153.573057432432 165 153.997870917793 163 462.131387246622 499 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR22 PR 2014 NA NA NA NA NA 155.165052387914 178 153.886086744639 177 153.41176291423 177 462.462902046784 532 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR23 PR 2014 NA NA NA NA NA 150.696103896104 99 148.752029220779 163 146.320670995671 159 445.768804112554 421 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR24 PR 2014 NA NA NA NA NA 140.591266741071 152 141.247488839286 145 143.317131696429 143 425.155887276786 440 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR25 PR 2014 NA NA NA NA NA 149.248851102941 164 144.819888291855 159 141.950844881222 157 436.019584276018 480 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR26 PR 2014 NA NA NA NA NA 133.386017857143 158 120.979982142857 102 115.357339285714 97 369.723339285714 357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR27 PR 2014 NA NA NA NA NA 131.552261396011 156 132.811490978158 154 133.187292260209 148 397.551044634378 458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR28 PR 2014 NA NA NA NA NA 162.931284340659 178 158.645054945055 165 152.588461538462 159 474.164800824176 502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR29 PR 2014 NA NA NA NA NA 158.066608187135 169 155.322105263158 161 152.971461988304 158 466.360175438597 488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR3 PR 2014 NA NA NA NA NA 155.66380931713 95 156.005226417824 96 159.525028935185 97 471.194064670139 288 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR30 PR 2014 NA NA NA NA NA 158.058965844402 103 156.597794117647 168 154.417860531309 160 469.074620493359 431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR31 PR 2014 NA NA NA NA NA 149.661178107607 159 149.525162337662 158 148.000463821892 155 447.186804267161 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR32 PR 2014 NA NA NA NA NA 153.485186018602 103 147.730141764176 100 141.992874287429 98 443.208202070207 301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR33 PR 2014 NA NA NA NA NA 167.744875967628 102 162.162715517241 178 153.708831808586 159 483.616423293455 439 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR34 PR 2014 NA NA NA NA NA 164.263245750954 182 158.042425424905 165 150.193331599029 158 472.499002774887 505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR35 PR 2014 NA NA NA NA NA 154.17105007764 161 152.302503881988 158 150.346079192547 156 456.819633152174 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR36 PR 2014 NA NA NA NA NA 169.912566934404 188 163.610051316377 178 154.487728692548 159 488.010346943329 525 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR37 PR 2014 NA NA NA NA NA 153.175715042373 158 153.662429378531 158 154.097678319209 158 460.935822740113 474 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR38 PR 2014 NA NA NA NA NA 164.125436490615 183 157.818747271934 163 147.780799869053 156 469.724983631602 502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR39 PR 2014 NA NA NA NA NA 152.857774390244 161 154.880005081301 160 156.876295731707 160 464.614075203252 481 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR4 PR 2014 NA NA NA NA NA 167.601265822785 189 167.409517112049 189 166.653727144866 187 501.6645100797 565 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR40 PR 2014 NA NA NA NA NA 155.35496682553 174 151.214372488552 157 147.462480142043 153 454.031819456126 484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR41 PR 2014 NA NA NA NA NA 156.041895604396 160 154.795467032967 159 152.562568681319 157 463.399931318681 476 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR42 PR 2014 NA NA NA NA NA 138.748955741202 157 137.29439210807 155 135.217872378244 148 411.261220227515 460 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR43 PR 2014 NA NA NA NA NA 171.629918981481 188 170.991087962963 188 170.77337962963 188 513.394386574074 564 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR44 PR 2014 NA NA NA NA NA 144.646763392857 159 145.742020089286 158 146.892466517857 157 437.28125 474 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR45 PR 2014 NA NA NA NA NA 132.951726740057 128 132.354336825284 126 131.972234552557 127 397.278298117898 381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR46 PR 2014 NA NA NA NA NA 148.27 97 149.610694444444 98 149.145486111111 100 447.026180555556 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR47 PR 2014 NA NA NA NA NA 147.241087841387 99 142.546448266807 101 139.197922137605 151 428.985458245798 351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR48 PR 2014 NA NA NA NA NA 155.594919655105 99 149.709803057025 173 145.398135900451 157 450.702858612581 429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR49 PR 2014 NA NA NA NA NA 152.801242393509 160 152.675760649087 159 151.475177484787 157 456.952180527383 476 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR5 PR 2014 NA NA NA NA NA 162.234082640333 97 161.141729469854 99 158.701598232848 172 482.077410343035 368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR50 PR 2014 NA NA NA NA NA 174.702566601689 95 167.676697530864 96 160.747055717999 99 503.126319850552 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR51 PR 2014 NA NA NA NA NA 147.573613433668 160 149.638761148272 159 151.707741081382 158 448.920115663322 477 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR52 PR 2014 NA NA NA NA NA 148.614409722222 104 143.566840277778 158 139.248958333333 149 431.430208333333 411 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR53 PR 2014 NA NA NA NA NA 160.885659427966 189 152.622633077331 176 143.696918034958 158 457.205210540254 523 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR54 PR 2014 NA NA NA NA NA 122.032435064935 142 120.641753246753 127 120.009805194805 126 362.683993506494 395 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR55 PR 2014 NA NA NA NA NA 161.626656818908 184 159.753613062919 178 158.10763334398 167 479.487903225806 529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR56 PR 2014 NA NA NA NA NA 178.608511646804 102 171.468411430119 183 164.167998374865 166 514.244921451788 451 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR57 PR 2014 NA NA NA NA NA 140.241826581379 150 138.41483060886 142 135.293413882966 133 413.950071073205 425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR58 PR 2014 NA NA NA NA NA 176.248303167421 190 174.708604355204 190 174.399073812217 190 525.355981334842 570 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR59 PR 2014 NA NA NA NA NA 137.868923611111 158 136.539110725309 156 136.371784979424 152 410.779819315844 466 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR6 PR 2014 NA NA NA NA NA 173.07671957672 189 168.0090632961 183 164.328042328042 176 505.413825200862 548 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR60 PR 2014 NA NA NA NA NA 147.894038673021 160 145.392732771261 158 142.118172653959 154 435.40494409824 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR61 PR 2014 NA NA NA NA NA 153.524133403361 159 153.661475840336 158 153.867069327731 158 461.052678571429 475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR62 PR 2014 NA NA NA NA NA 166.880007558579 99 168.124929138322 103 169.017455593348 130 504.022392290249 332 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR63 PR 2014 NA NA NA NA NA 178.408712121212 99 172.305260942761 100 164.927798821549 184 515.641771885522 383 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR64 PR 2014 NA NA NA NA NA 165.241736778846 188 166.437886332418 187 166.479996565934 185 498.159619677198 560 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR65 PR 2014 NA NA NA NA NA 158.50770784082 97 159.199665090623 99 160.406373128448 184 478.11374605989 380 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PR66 PR 2014 NA NA NA NA NA 166.507870011623 104 156.749152460287 173 147.444788841534 156 470.701811313444 433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
