id rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode
SR167 159.424737945493 103 153.763605870021 170 146.095513626834 159 459.283857442348 432
SR168 146.259659350709 100 143.132887517147 102 141.871742112483 114 431.264288980338 316
SR169 171.68553583169 188 168.390532544379 185 164.586061801446 174 504.662130177515 547
SR17 173.099057239057 97 169.706531986532 97 167.560134680135 98 510.365723905724 292
SR170 172.392361111111 98 172.068452380952 99 172.946428571429 100 517.407242063492 297
SR171 177.143579373104 188 172.25783619818 185 166.540501067296 177 515.94191663858 550
SR172 151.157795907796 95 144.865578865579 94 140.633385133385 95 436.65675990676 284
SR173 167.038055555556 84 163.810069444444 92 159.914097222222 97 490.762222222222 273
SR174 155.352633030052 167 153.208298869589 162 151.845395643783 159 460.406327543424 488
SR175 154.114028233578 77 146.409595249258 76 137.345835286764 77 437.869458769599 230
SR176 161.765364265364 184 159.873219373219 183 158.307827974495 180 479.946411613078 547
SR177 167.645484949833 185 162.988851727982 174 156.821441843181 161 487.455778520996 520
SR178 186.238872333381 102 182.203916560238 104 179.578875171468 198 548.021664065087 404
SR179 160.67735042735 102 159.499163879599 182 158.065310293571 178 478.24182460052 462
SR18 178.629396104806 97 174.654406613423 99 171.385736303769 103 524.669539021998 299
SR180 161.57684737878 72 159.085256754339 76 156.519949901592 107 477.182054034711 255
SR181 130.529533844189 81 120.704821200511 73 111.854086845466 75 363.088441890166 229
SR182 174.938703916316 84 171.124952162266 94 163.986031381554 96 510.049687460135 274
SR183 161.734669095325 96 153.423421372192 101 146.801988463874 158 461.96007893139 355
SR184 160.006444444444 175 158.520222222222 174 157.532592592593 171 476.059259259259 520
SR185 166.642263986014 133 158.649621212121 188 152.698645104895 179 477.99053030303 500
SR186 141.358362573099 157 140.449590643275 155 140.176062378168 151 421.984015594542 463
SR187 157.613636363636 123 150.116262626263 104 140.340606060606 97 448.070505050505 324
SR188 156.438596491228 110 150.429697431986 180 145.322993474023 137 452.191287397237 427
SR189 172.750773207774 130 165.474634168859 189 159.702857406638 180 497.928264783271 499
SR19 165.872786885246 181 162.729326047359 174 160.065938069217 166 488.668051001822 521
SR190 156.624396135266 99 155.281142167012 101 152.36654589372 164 464.272084195997 364
SR191 170.390001935734 103 164.117111885405 104 159.757839721254 185 494.264953542393 392
SR192 150.087132725431 163 148.127659574468 161 146.0238658111 159 444.238658110999 483
SR193 151.155167055167 165 147.437995337995 160 143.367987567988 158 441.96114996115 483
SR194 158.91536643026 164 153.328037825059 159 146.056075650118 154 458.299479905437 477
SR195 179.77398989899 96 178.83689164371 96 177.561065197429 96 536.171946740129 288
SR196 164.7903355435 98 161.515370705244 98 160.141752059474 99 486.447458308218 295
SR197 139.098940914158 157 137.159513192122 153 134.934596804162 141 411.193050910442 451
SR2 182.448429118774 96 183.186743295019 97 184.007509578544 97 549.642681992337 290
SR20 167.676380227439 186 160.885019258988 171 155.888045671313 160 484.44944515774 517
SR21 183.811482168625 103 176.253246753247 106 169.723149866007 189 529.787878787879 398
SR22 177.267195767196 190 172.890923890924 188 169.387464387464 186 519.545584045584 564
SR23 168.038086962818 101 163.40165091778 101 160.714347778864 186 492.154085659462 388
SR24 165.298522213855 101 162.082690135542 101 159.406014683735 105 486.787227033133 307
SR25 185.14688447753 209 181.660945685139 198 177.390405293631 189 544.1982354563 596
SR26 176.345224823486 106 171.582992691688 189 166.458689458689 186 514.386906973863 481
SR27 157.764517604024 186 156.008753021099 185 153.727284603828 181 467.50055522895 552
SR28 182.86396011396 190 180.249857549858 188 178.183262108262 187 541.29707977208 565
SR29 178.580096618357 189 174.796231884058 188 169.612367149758 187 522.988695652174 564
SR3 177.2313755403 189 173.710907704043 187 170.873718111704 185 521.816001356047 561
SR30 148.476794340925 97 139.195479641132 97 131.600759144237 111 419.273033126294 305
SR31 154.224208883213 104 144.083818173218 159 138.617047443357 151 436.925074499787 414
SR32 152.563601532567 156 150.146896551724 151 149.684444444444 150 452.394942528736 457
SR33 175.855651041667 197 170.200416666667 189 165.565598958333 186 511.621666666667 572
SR34 181.358166537116 130 176.324451029926 107 171.261562378546 102 528.944179945589 339
SR35 172.921185312024 102 170.399923896499 105 167.864630898021 188 511.185740106545 395
SR37 175.783484809694 96 167.440870882403 97 160.585072111282 184 503.809427803379 377
SR38 180.548446745562 189 176.827785996055 186 173.051282051282 181 530.4275147929 556
SR39 181.313407632557 205 179.190813914218 107 176.924012158055 198 537.428233704829 510
SR4 171.381788297173 100 168.406969099277 100 165.96449704142 102 505.75325443787 302
SR40 157.20157790927 165 152.610124917817 163 147.340105193951 161 457.151808021039 489
SR41 180.976762820513 99 178.851963141026 99 176.743189102564 99 536.571915064103 297
SR42 153.042912946429 167 148.539425223214 160 145.117578125 158 446.699916294643 485
SR43 177.842376373626 100 175.816683316683 101 174.867882117882 105 528.526941808192 306
SR44 175.447965571205 190 169.248155600268 184 164.167784484686 179 508.863905656159 553
SR45 164.936949211503 96 165.917613636364 96 169.036062152134 97 499.890625 289
SR46 174.319256102286 186 170.251582074131 181 166.867579318955 171 511.438417495372 538
SR47 169.896803371364 97 169.49953746531 98 170.233528625758 101 509.629869462432 296
SR48 168.937698412698 187 167.212358276644 186 164.399943310658 185 500.55 558
SR49 182.835925925926 212 180.015925925926 205 177.863703703704 192 540.715555555556 609
SR5 153.87279040404 127 147.686868686869 124 139.841856060606 122 441.401515151515 373
SR50 171.735119047619 105 166.469680059524 104 161.336061507937 177 499.540860615079 386
SR51 147.925754458162 159 148.309670781893 159 148.502657750343 159 444.738082990398 477
SR52 158.146409320118 96 158.04497768504 96 159.680983017446 97 475.872370022605 289
SR53 181.875212104072 133 180.398755656109 226 179.670284219457 219 541.944251979638 578
SR54 146.836326225215 67 146.020202020202 67 145.275720164609 67 438.132248410026 201
SR55 141.661458333333 159 139.28506097561 159 137.860052506775 158 418.806571815718 476
SR56 177.877572016461 98 175.614039252928 97 173.928854067743 98 527.420465337132 293
SR57 189.5909160189 132 191.273281511965 132 194.064471879287 134 574.928669410151 398
SR58 169.093768371546 101 165.824563981971 104 163.323829120125 185 498.242161473643 390
SR59 147.668650793651 176 146.96259553204 180 146.624632569077 104 441.255878894768 460
SR6 180.293843351548 193 175.379817850638 189 172.331876138434 187 528.005537340619 569
SR60 158.731031746032 177 152.105158730159 163 145.496984126984 158 456.333174603175 498
SR61 175.079573512907 104 174.432809577254 106 171.815114104003 188 521.327497194164 398
SR62 177.264962962963 97 176.870592592593 98 177.496666666667 100 531.632222222222 295
SR63 175.275551994302 188 173.284633190883 187 171.5974002849 186 520.157585470085 561
SR64 174.421056832695 98 173.313218390805 98 173.379869093231 100 521.114144316731 296
SR65 163.979166666667 185 163.137542517007 185 163.207341269841 185 490.324050453515 555
SR66 172.785322359396 101 171.998530276308 101 171.45081324711 191 516.234665882814 393
SR67 158.614909781576 73 158.069958847737 77 157.468740107629 96 474.153608736942 246
SR68 152.430349377718 163 149.46138851402 159 144.53771180087 155 446.429449692608 477
SR69 160.580740740741 110 159.238201058201 108 159.403544973545 188 479.222486772487 406
SR7 167.387835996532 181 158.782546760808 158 153.105041496346 149 479.275424253685 488
SR70 170.957977207977 95 171.471296296296 96 172.701923076923 98 515.131196581197 289
SR71 148.519166666667 103 146.649305555556 103 145.848611111111 102 441.017083333333 308
SR72 156.10113960114 161 156.368862074744 161 157.678984414279 161 470.148986090163 483
SR73 151.038132807364 163 148.961932938856 161 146.572978303748 159 446.573044049967 483
SR74 163.990381426202 179 162.082122719735 179 160.906932006633 178 486.97943615257 536
SR75 159.733196159122 99 159.902743484225 102 160.407087334248 185 480.043026977595 386
SR76 155.779215421542 101 154.905584308431 176 154.462571257126 171 465.147370987099 448
SR77 163.063717948718 188 160.129935897436 185 156.727435897436 178 479.92108974359 551
SR78 165.018863584081 188 161.717218771567 186 159.034506556246 183 485.770588911893 557
SR79 181.772652634722 199 179.424093148231 196 176.807035876001 191 538.003781658954 586
SR8 154.180492766727 98 151.113556735986 104 149.672129294756 179 454.966178797468 381
SR80 159.538610976202 99 156.567319626572 180 153.883870271437 171 469.989800874211 450
SR81 166.009162808642 184 164.42081404321 184 163.727912808642 184 494.157889660494 552
SR82 149.69708994709 105 149.074294532628 102 148.858833039389 100 447.630217519106 307
SR83 181.138822115385 98 178.467681623932 98 177.62733707265 100 537.233840811966 296
SR84 163.266326713187 99 161.973877258901 99 161.837538021113 100 487.077741993201 298
SR85 164.72491638796 185 160.834448160535 181 159.838628762542 178 485.397993311037 544
SR86 174.164388888889 96 173.690944444444 96 174.201055555556 96 522.056388888889 288
SR87 163.84873224479 188 163.661091198726 188 163.017522899243 188 490.527346342759 564
SR88 155.815317057004 191 154.078905214317 188 153.373867653557 185 463.268089924878 564
SR89 157.452160493827 186 155.47792022792 183 153.977504748338 176 466.907585470085 545
SR9 163.973176657246 102 161.374535177748 186 160.534681937627 183 485.882393772621 471
SR90 169.207142857143 99 169.987936507936 102 171.579735449735 189 510.774814814815 390
SR91 162.612250181216 99 152.520710365538 171 146.175572123848 159 461.308532670602 429
SR92 153.627111356796 168 150.315152631902 164 146.799828020392 160 450.74209200909 492
SR93 174.357902298851 190 172.050909961686 190 170.80004789272 189 517.208860153257 569
SR94 161.912063492063 104 159.720846560847 180 157.910052910053 176 479.542962962963 460
SR95 157.249426078972 98 156.731749311295 98 156.848025711662 101 470.829201101928 297
SR96 161.8229268591 101 161.654384784736 103 163.373471135029 187 486.850782778865 391
SR97 165.231184710351 187 160.638977920228 180 157.627374169041 169 483.49753679962 536
SR98 167.085134099617 99 162.735478927203 100 158.474329501916 104 488.294942528736 303
SR99 178.176517456178 105 176.264957264957 107 174.527306967985 193 528.968781689121 405
TC1 180.796832804027 198 177.146801477737 184 173.074859031694 179 531.018493313457 561
TC10 180.481718020542 190 176.856619981326 188 168.35675070028 172 525.695088702148 550
TC11 192.582276302852 133 178.697197640118 187 164.635422812193 163 535.914896755162 483
TC12 181.504352467767 167 178.554364786072 167 172.67130656155 172 532.73002381539 506
TC13 179.92033923974 187 169.737795951335 169 155.304558534 152 504.962693725074 508
TC13A 178.32444894287 137 164.910115834458 184 147.638945119208 155 490.873509896536 476
TC14 184.138530967943 201 176.896794273265 186 165.800062247121 166 526.835387488329 553
TC15 180.194111595255 178 164.636891793755 163 142.694444444444 145 487.525447833454 486
TC16 174.852674207513 186 168.067821067821 177 157.254573383606 159 500.17506865894 522
TC17 192.437028985507 NA 184.337608695652 193 175.257632850242 180 552.032270531401 NA
TC18 188.788605913606 215 177.268104643105 187 162.024283899284 162 528.080994455994 564
TC19 184.621141975309 221 177.425855780022 187 165.812920875421 165 527.859918630752 573
TC2 191.119507451238 138 186.444430747315 227 179.587675323252 190 557.151613521806 555
TC20 199.238652868555 226 182.968923989349 187 159.632988380537 159 541.840565238441 572
TC21 198.11512684846 231 189.174358974359 197 175.956152489486 182 563.245638312305 610
TC3 162.361911800936 160 158.708392125244 148 154.138054603687 152 475.208358529866 460
TC4 182.42723937247 174 174.540194838057 181 166.185842611336 166 523.153276821862 521
TC5 177.819309600863 162 173.728218795609 181 167.766990291262 180 519.314518687734 523
TC6 171.404152637486 183 165.031762065095 169 157.318827160494 159 493.754741863075 511
TC7 182.445113570602 200 173.297869646991 185 165.234483506944 166 520.977466724537 551
TC8 185.737654320988 211 177.075991849455 189 165.111141076351 172 527.924787246794 572
TC9 171.399414987847 174 161.184732006756 156 145.711284142875 136 478.295431137478 466
